Track,Artist,RL,Release Date,Spotify Streams,TikTok Views,Shazam Counts,Explicit Track
QUE ME FALTE TODO,Luck Ra,,10/26/2023,"83,544,478","19,661,922","80,972",0
ýýCuýýl Es Su Nombre?,Lucky Brown,,9/14/2023,"83,521,812","52,933,390","97,655",1
Clara Bow,Taylor Swift,1,4/18/2024,"83,518,075","981,800","19,572",0
My wrist (with Young Thug),Yeat,,5/26/2023,"83,393,310","9,909,365","180,040",1
I Took A Pill In Ibiza,Mike Posner,,6/22/2015,"83,366,020","29,251,104","560,533",1
Phir Bhi Tumko Chaahunga,Mithoon,,4/30/2017,"82,758,005","63,379,747","539,903",0
Help Me Help You (feat. Why Don't We),Logan Paul,,5/19/2017,"82,539,441","137,325,098","250,574",0
Think U The Shit (Fart),Ice Spice,,1/26/2024,"82,013,588","40,600","504,447",1
Meridian,Dave,,8/24/2023,"81,911,061","106,000,587","1,019,877",1
la noia,Angelina Mango,,2/7/2024,"81,694,468","4,000,000","262,811",0
Good To Be,Mark Ambor,,10/17/2023,"81,632,951","42,031,379","500,124",0
The Prophecy,Taylor Swift,1,4/19/2024,"81,419,779","485,970","35,017",0
Piscina,Maria Becerra,,11/8/2023,"81,319,633","177,288,152","271,450",1
8am in Charlotte,Drake,0,10/6/2023,"81,093,233","17,415,834","385,268",1
HISS,Megan Thee Stallion,,1/26/2024,"80,952,546","3,270,700","136,893",1
AA,Walker Hayes,,11/19/2021,"80,899,019","116,447,096","761,595",0
"Badass (From ""Leo"")",Anirudh Ravichander,,9/28/2023,"80,886,056","1,917,705","38,070",0
La Jeepeta,Nio Garcia,,1/2/2020,"80,772,450","24,174,846","237,885",1
Turks & Caicos (feat. 21 Savage),Rod Wave,,9/15/2023,"79,871,904","12,375,164","289,309",1
Mother,Meghan Trainor,,3/4/2023,"79,738,242","2,678,819,017","538,792",1
Corazï¿½ï¿½n F,Jasiel Nuï¿½ï,,10/12/2023,"79,485,128","13,574,747","399,160",0
Alone (with Nicki Minaj),Kim Petras,,4/21/2023,"79,045,342","105,037,367","994,509",1
Think I'm In Love With You,Chris Stapleton,,9/8/2023,"78,855,298","1,578,390","137,222",0
Daylight,Drake,0,10/6/2023,"78,417,212","38,589,807","152,693",1
Fall Back,Lithe,,3/21/2024,"78,227,549","5,400,000","1,712,744",0
SPOT!,ZICO,,4/26/2024,"77,757,035","366,905,484","173,263",0
PARANOIA,HEARTSTEEL,,10/23/2023,"77,600,263","80,073,768","74,897",0
MANIAC,VIVIZ,,11/2/2023,"77,590,300","170,046,435","168,452",0
Back to Me,Kanye West,,2/9/2024,"77,403,728","1,600,000","139,433",1
SKINNY,Billie Eilish,1,5/17/2024,"77,212,437","1,423,956","39,163",0
LAISSE MOI,KeBlack,,9/8/2023,"76,805,130","261,958,744","972,269",1
Chasing That Feeling,TOMORROW X TOGETHER,,10/13/2023,"76,642,740","111,352,056","142,567",0
Libaas,Kaka,,11/19/2020,"76,630,812","99,450,429","264,288",0
Mï¿½ï¿½,Nio Garcia,,2/22/2019,"76,516,847","4,319,903","198,643",1
Trojan Horse,Dave,,6/4/2023,"76,510,509","76,912","138,675",1
Hero,Alan Walker,,5/4/2023,"76,323,780","2,356,835","368,216",0
Ascend,Dezko,,6/9/2023,"76,305,266","159,434,907","1,327,579",0
2 Hielos,King Savagge,,2/2/2023,"76,078,240","1,479,348,962","187,445",1
Don't Go Insane,DPR IAN,,10/4/2023,"76,033,359","1,172,424,744","719,242",0
I'm Geekin,DDG,,4/21/2023,"76,004,507","1,467,434,192","132,370",1
Yï¿½ï¿½reï¿½ï¿½i,Amo988,,9/15/2023,"75,979,813","60,449,279","372,000",0
Deja Vu,TOMORROW X TOGETHER,,4/1/2024,"75,894,056","59,546,295","113,020",0
Maybach (feat. Future),42 Dugg,1,5/21/2021,"75,717,094","50,774,936","1,103,585",1
World Cup,IShowSpeed,,11/4/2022,"75,577,819","1,901,333,753","234,259",0
Be The One,Eli Brown,,3/31/2023,"75,309,953","22,133,936","330,883",0
Guli Mata,Saad Lamjarred,,7/12/2023,"75,152,048","1,152,931","1,154,213",0
Cama Repetida,Leo Santana,,11/15/2023,"74,934,765","1,292,457","37,487",0
Different 'Round Here,Riley Green,,5/11/2023,"74,806,048","11,672,926","157,134",0
Business (feat. Naza),DYSTINCT,,6/1/2023,"74,769,930","36,415,193","1,152,489",0
Socadona (feat. Mr. Vegas),LUDMILLA,,11/18/2021,"74,338,196","2,134,165,382","203,455",0
LOS PITS,Bad Bunny,1,10/13/2023,"74,331,462","3,288,335","136,101",1
Not Even Ghosts Are This Empty,$uicideboy$,1,8/11/2023,"73,979,851","3,352,332","135,705",1
Would You (go to bed with me?),Campbell,,7/21/2023,"73,821,370","2,237,426","241,298",0
Se Acabï¿½ï¿½ la Cuaren,Jowell & Randy,,8/6/2020,"73,468,394","2,985,601,079","1,057,655",1
BRODYAGA FUNK,Eternxlkz,,11/17/2023,"73,316,998","695,420,301","698,469",1
CAKE,ITZY,,7/31/2023,"73,213,687","348,717,938","142,388",0
Aye (feat. Travis Scott),Lil Uzi Vert,,6/30/2023,"73,140,012","75,770,759","175,009",1
Cry,Benson Boone,,4/5/2024,"72,952,792","45,173,400","149,275",0
"Photo (From ""Luka Chuppi"")",Karan Sehmbi,,2/12/2019,"72,849,488","246,534,268","215,757",0
Love Lee,AKMU,,8/21/2023,"72,468,277","1,060,502,179","257,725",0
Better Things,aespa,1,8/18/2023,"72,446,983","325,517,526","106,424",0
LOOOVE (feat. Kid Cudi),Travis Scott,,7/28/2023,"72,380,469","4,244,746","50,640",1
Filhaal2 Mohabbat,B Praak,,7/6/2021,"72,348,363","90,316,836","209,262",0
Coraï¿½ï¿½ï¿½ï¿½o,Marï¿½ï¿½lia Mendo,,7/10/2020,"71,915,713","13,591,360","127,483",0
DNA (Loving You) [feat. Hannah Boleyn],Billy Gillies,1,7/28/2023,"71,722,674","18,182,823","952,963",0
Jumpshot,Dawin,,7/29/2016,"71,345,247","274,234,939","926,395",0
Maquillaje,Renn,,1/10/2024,"71,320,813","7,603,158","428,764",1
Bertaraf,Canbay & Wolker,,9/29/2023,"71,190,581","16,097,834","412,007",0
Banco do Carona,Mc Don Juan,,4/14/2023,"71,078,859","14,276,253","138,592",0
MEGAVERSE,Stray Kids,,11/10/2023,"71,016,852","6,003,993","120,216",0
Turn Yo Clic Up (feat. Future),Quavo,,7/14/2023,"70,868,414","48,989,328","771,945",1
XXL,UZI,,9/9/2022,"70,664,645","69,529,104","84,153",1
Sensational (feat. Davido & Lojay),Chris Brown,,10/20/2023,"70,652,012","13,499,846","1,275,094",1
Baarish Ban Jaana,Payal Dev,,6/3/2021,"70,622,319","27,723","162,219",0
Go Hard,Lil Baby,,4/28/2023,"70,601,620","21,009,932","356,684",1
SHAKE SUMN,DaBaby,,5/5/2023,"70,418,045","767,711,351","519,634",1
Needle (feat. Drake),Nicki Minaj,,12/8/2023,"70,351,205","1,100,000","361,943",1
girls like me don't cry,thï¿½ï,,10/6/2022,"69,931,412","6,778,569,349","195,627",0
Brillarosa,Fuerza Regida,,2/9/2024,"69,834,726","8,104,799","259,092",0
Supernova,aespa,1,5/13/2024,"69,729,033","393,973,528","63,283",0
ýýýýýýýýý,tuki.,,9/29/2023,"69,340,146","349,668,362","206,249",0
Tek Tek (feat. MHD),DYSTINCT,,5/11/2023,"69,208,147","226,312,722","1,184,458",0
Better Place (From TROLLS Band Together),*NSYNC,1,9/29/2023,"69,041,864","57,013,361","877,878",0
Amapiano,Asake,,5/23/2023,"68,990,989","240,070,262","721,377",1
Kehribar,Burak Bulut,,9/29/2023,"68,985,345","13,290,393","280,877",0
Looking For The Hoes (Ainï¿½ï¿½ï¿½t My ,Sexyy Red,,6/9/2023,"68,965,021","718,409,133","437,612",1
Is It Love,Loreen,,10/13/2023,"68,785,555","63,753,450","677,013",0
Casanova,Soolking,,12/7/2023,"68,705,759","111,700","465,456",0
Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,,6/21/2023,"68,598,656","190,551","504,646",1
F.N.F. (Let's Go),Hitkidd,,5/3/2022,"68,460,285","301,331,608","676,048",1
Lihim,Arthur Miguel,,7/28/2023,"68,411,628","297,146,611","21,919",0
Entra Na Defender,Luan Pereira,,3/21/2024,"68,372,540","486,300","21,095",0
EMPELOTICA,Lenny Tavï¿½ï¿,,2/22/2024,"68,349,764","10,013,585","134,177",1
Passinho Debochado,Dan Ventura,,7/30/2021,"68,273,832","1,220,672,571","146,957",0
Summertime Sadness (Sped Up),Lana Del Rey,,5/4/2022,"68,235,585","1,468,789","33,174",0
0800 HEAVEN,Nathan Dawe,,6/9/2023,"68,189,858","4,189,925","521,658",0
Coladin,Zï¿½ï¿½ Vaqu,,10/27/2022,"68,110,254","175,981,880","71,663",0
Saving Up,Dom Dolla,,10/6/2023,"68,053,989","48,264,636","337,132",0
The Chicken Wing Beat,Ricky Desktop,,6/13/2020,"68,033,539","2,164,370,742","593,992",0
Illegal Weapon,Garry Sandhu,,9/25/2017,"67,999,897","594,821,828","335,509",0
Pump,Valentino Khan,,5/26/2017,"67,890,975","3,438,499,599","1,775,117",0
Get A Guitar,RIIZE,,9/4/2023,"67,887,030","430,468,374","170,700",0
Macetando,Ivete Sangalo,,12/15/2023,"67,224,922","554,979,736","44,237",0
LOST FOREVER,Travis Scott,,7/28/2023,"66,878,719","4,277,522","149,968",1
Now And Then,The Beatles,,11/2/2023,"66,843,778","151,511,760","808,129",0
Great Gatsby,Rod Wave,,9/15/2023,"66,813,186","34,091,093","395,093",1
Aynen,Heijan,,4/28/2023,"66,701,855","52,142,540","241,463",0
Heyy,Lil Baby,,10/10/2022,"66,617,153","139,786,101","393,975",1
BLEED,The Kid LAROI,,11/3/2023,"66,555,473","14,476,475","127,972",0
Margiela,Ezhel,,10/26/2023,"66,553,836","101,413,456","133,037",1
Last Time I Saw You,Nicki Minaj,,9/1/2023,"66,513,420","87,668,727","356,162",0
ACHO PR,Bad Bunny,1,10/13/2023,"66,274,186","4,607,495","213,711",1
VVV,mikeeysmind,,10/21/2023,"66,104,800","144,294,559","1,101,523",1
THE DINER,Billie Eilish,1,5/17/2024,"66,101,468","11,200,000","52,008",0
Outskirts,Sam Hunt,,3/10/2023,"66,067,682","2,892,289","241,991",0
Fear Of Heights,Drake,0,10/6/2023,"65,870,686","405,415","62,951",1
Are You Entertained (feat. Ed Sheeran),Russ,,7/22/2022,"65,786,757","203,863,372","242,217",1
Tu Fan,mafalda cardenal,,5/26/2023,"65,670,361","493,111,688","467,250",0
ATORRANTE - con Los Palmeras,Emanero,,7/5/2023,"65,617,109","33,073,512","101,460",0
meet the grahams,Kendrick Lamar,0,5/3/2024,"65,520,394","7,700,000","185,009",1
back to the moon,Gunna,,6/16/2023,"65,374,827","11,013,533","203,363",1
FEEL,Davido,,3/30/2023,"65,174,919","479,919,203","1,062,087",0
Do not touch,MISAMO,,7/14/2023,"65,157,999","161,449,720","121,995",0
Fazendinha,Mundo Bita,,10/7/2014,"65,098,757","38,845,573","22,219",0
Madrid City,Ana Mena,,9/29/2023,"64,860,954","462,395,885","885,647",0
Lottery (feat. LU KALA),Latto,,2/17/2023,"64,851,689","127,114,832","1,254,913",1
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,,10/17/2023,"64,754,747","1,354,562,740","375,743",1
Highs & Lows,Prinz,,6/2/2023,"64,747,926","304,170,641","434,423",0
Casi Completa,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,,11/17/2023,"64,656,678","194,766","249,980",0
Leja Re,Dhvani Bhanushali,,11/24/2018,"64,612,903","8,550","136,790",0
Alone,Rod Wave,,8/9/2022,"64,562,541","38,123,007","262,393",1
God of Music,SEVENTEEN,,10/23/2023,"64,530,857","148,059,935","136,977",0
Members Only (feat. PARTYNEXTDOOR),Drake,0,10/6/2023,"64,168,685","11,535","222,113",1
Dil Galti Kar Baitha Hai,Jubin Nautiyal,,9/25/2021,"64,013,323","4,052,529","179,409",0
Escï¿½ï¿½n,ýýengo Flow,,8/25/2023,"63,748,913","4,695,060","202,893",1
Ron Artest,Babyface Ray,,2/8/2023,"63,725,545","243,757","386,729",1
supï¿½ï,ýýýýýýýýýý,,8/11/2023,"63,642,484","833,809,283","400,490",0
A N X I E T Y (feat. Doechii),Sleepy Hallow,,9/15/2023,"63,607,535","21,062,791","288,746",1
Ali Cabbar,Emir Can ï¿½ï¿½ï,,6/2/2023,"63,442,980","108,671,025","224,773",0
SC-9,Yahir Saldivar,,2/1/2024,"63,296,147","19,883,744","472,289",1
Addicted,Zerb,,3/29/2024,"63,142,772","63,352,002","512,040",1
DArkSide,Bring Me The Horizon,,10/13/2023,"63,083,021","32,457","157,934",1
MANDA BALA,Ariis,,12/8/2023,"63,016,744","286,003,280","545,233",0
Diva Yorgun,Melike ï¿½ï¿½,,6/16/2023,"62,458,329","25,252,458","412,905",0
Walk,Kodak Black,,9/16/2022,"62,323,136","25,342,217","288,137",1
Ameno Amapiano Remix (You Wanna Bamba),Goya Menor,,1/7/2022,"62,243,984","8,578,793,997","4,626,627",1
RAM TCHUM,DENNIS,,2/29/2024,"62,158,125","2,815,102","43,248",1
ONE MORE TIME,blink-182,,9/21/2023,"62,097,485","39,957,104","1,145,608",0
"Perdï¿½ï¿½n, Per",Los ï¿½ï¿½ngeles Az,,6/8/2018,"61,704,511","402,111","119,855",0
Laxed (Siren Beat),Jawsh 685,,4/24/2020,"61,382,407","147,837,262","3,819,161",0
Another Late Night (feat. Lil Yachty),Drake,0,10/6/2023,"61,355,849","16,120,565","141,072",1
sonnenbank.mp3,YAKARY,,11/24/2023,"61,127,558","10,188,593","107,992",1
Love wins all,IU,,1/24/2024,"60,903,416","712,700","120,507",0
ýý ýýýýýýýý ýýýýýýýýýý,Moreart,,12/4/2020,"60,358,583","8,680,132,146","3,413,948",1
Tucson Too Late,Jordan Davis,,2/17/2023,"60,355,607","458,426","206,940",0
Pink Skies,Zach Bryan,,5/24/2024,"60,240,739","843,600","156,886",0
Titliaan,Afsana Khan,,11/9/2020,"60,103,893","44,461,309","230,094",0
Mesafe,Semicenk,,9/1/2023,"59,964,248","77,807,288","274,026",0
DFMU,Ella Mai,,1/28/2022,"59,929,910","36,200,780","810,803",1
The Hillbillies,Baby Keem,,6/5/2023,"59,629,684","889,338","302,804",1
AMOR PROPIO,Grupo Frontera,,10/19/2023,"59,582,290","102,839,961","181,211",0
Please Please Please,Sabrina Carpenter,,6/6/2024,"59,314,441","1,200,000","47,115",1
What Would Pluto Do,Drake,0,10/6/2023,"59,262,518","88,944","124,136",1
2 Million Up,Peezy,,8/12/2022,"59,038,013","549,768,980","969,319",1
Gypsy,G.D. Kaur,,5/10/2022,"58,989,412","756,707","116,513",0
"Salamin, Salamin",BINI,,3/8/2024,"58,823,260","25,814,718","13,910",0
Pacto (feat. Luar La L),Jay Wheeler,,4/24/2023,"58,652,026","344,636,407","397,215",1
Mil Veces,Anitta,,10/20/2023,"58,594,676","539,493,388","163,905",0
Baddest,Yung Bleu,,6/11/2021,"58,539,080","122,233,226","1,492,094",1
Overloading (OVERDOSE),Mavins,,5/13/2022,"58,523,865","235,951,162","2,217,236",0
Crazy Form,ATEEZ,,12/1/2023,"58,520,078","62,979,168","143,319",0
Do It,Kanye West,,2/9/2024,"58,509,914","62,692,000","92,765",1
Wind Up Missin' You,Tucker Wetmore,,3/29/2024,"58,496,778","50,112,477","233,617",1
Quï¿½ï¿½ Onda Per,Gerardo Coronel,,2/17/2023,"58,284,482","281,657,688","507,081",0
JEALOUSY (feat. Cardi B),Offset,,7/28/2023,"58,058,696","62,820,921","519,567",1
Off The Record,IVE,,10/6/2023,"58,048,453","51,771,253","118,130",0
Mamaw's House,Thomas Rhett,,9/28/2023,"57,956,846","525,525","230,880",0
Prada Dem (feat. Offset),Gunna,,3/15/2024,"57,374,288","9,200,000","241,004",1
Basit Numaralar,Zerrin ï¿½ï¿,,8/4/2023,"57,370,965","297,307,993","714,127",0
Hep Mi Ben,Ayaz Erdoï¿½ï,,3/16/2022,"57,174,683","88,201,634","1,826,014",0
JOLENE,Beyoncï¿,,3/27/2024,"57,163,264","21,400,000","98,889",0
Cheat On Me (feat. Dave),Burna Boy,,8/22/2023,"57,146,959","16,954","276,612",1
ALL MY FELLAS,Frizk,,9/19/2023,"56,978,899","641,905,367","460,827",1
Boyz Don't Cry,Rod Wave,,9/13/2023,"56,903,153","63,874,274","261,112",0
Jee Ni Lagda,Karan Aujla,,8/18/2023,"56,798,458","11,740,158","74,830",0
Girlfriend,Ruger,,6/17/2022,"56,670,689","344,920,965","2,142,023",1
COULD BE WRONG,LOSTBOYJAY,,12/2/2022,"56,645,454","75,363,545","306,300",0
Quickie,Moneybagg Yo,,12/8/2022,"56,051,407","31,039,886","496,329",1
Bom Diggy,Zack Knight,,8/24/2017,"55,362,558","45,939,694","480,815",0
Whole Lotta Choppas,Sada Baby,,8/14/2020,"55,312,275","2,188,871,458","732,768",1
From the Start,Good Kid,,11/10/2023,"55,080,421","7,597,358","124,612",0
WY@,Brent Faiyaz,,9/19/2023,"54,763,093","72,141,490","536,845",1
Talibans,Byron Messia,,1/20/2023,"54,683,202","85,578,368","1,296,410",1
Ya Lili,Balti,,11/7/2017,"54,678,867","816,621,236","3,070,031",0
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,,11/11/2022,"54,513,960","6,429,494,637","448,872",0
CUTE DEPRESSED,Dyan Dxddy,,2/2/2024,"54,477,192","41,400,000","120,049",1
Steven Universe,L.Dre,,2/21/2020,"54,104,852","22,902,123,485","503,200",0
Baby Shark,Super Simple Songs,,3/24/2017,"53,980,875","386,999","21,831",0
Mon amour,Slimane,,11/8/2023,"53,969,524","4,711,140","470,221",0
No Switch,YoungBoy Never Broke Again,,1/21/2022,"53,849,840","40,727,724","354,115",1
Good Good,USHER,,8/4/2023,"53,825,007","89,022,964","1,896,814",1
Calor,Nicky Jam,,8/31/2023,"53,809,529","327,422,042","383,873",0
Somewhere Only We Know,Gustixa,,9/5/2022,"53,532,212","1,659,044,866","1,190,146",0
Bachke Bachke (feat. Yarah),Karan Aujla,,8/18/2023,"53,303,131","24,708,801","88,579",0
Jennifer's Body,Ken Carson,,10/13/2023,"53,163,000","5,105,135","65,875",1
Baarish Ki Jaaye,B Praak,,3/27/2021,"53,064,181","144,528,086","216,531",0
The Code,Nemo,,2/29/2024,"52,925,522","7,397,500","178,195",0
ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,,7/3/2019,"52,830,200","5,821,447,553","3,415,809",0
Carta Aberta,MC Cabelinho,,11/27/2023,"52,754,470","2,495","98,302",0
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,,4/8/2022,"52,418,564","375,062,387","3,557,237",1
YUM YUM (Slowed),LXNGVX,,6/23/2023,"52,295,701","573,262,137","353,346",1
Dil Meri Na Sune,Atif Aslam,,7/27/2018,"52,282,360","19,935","193,590",0
So Fine,Realest Cram,,7/8/2023,"52,265,945","160,140,881","9,518",1
We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,,6/28/2023,"52,240,739","71,305,547","794,504",0
Before You Go - Guitar Acoustic,Lewis Capaldi,,1/24/2020,"52,223,414","13,055,824","145,876",0
ICU,Coco Jones,,10/21/2022,"52,106,559","81,185,287","1,514,755",0
Water (Remix),Tyla,0,11/17/2023,"51,588,608","18,843,138","274,717",0
Una Vida Pasada,Camilo,,4/2/2024,"50,955,386","40,019,764","217,303",0
Midas Touch,KISS OF LIFE,,4/3/2024,"50,824,333","10,253,705","70,507",0
Pa Mi,Dalex,,9/20/2018,"50,739,695","4,591,851","342,074",1
Fine Day Anthem,Skrillex,,7/7/2023,"50,471,076","2,893,271","437,498",0
bread & butter,Gunna,,6/2/2023,"50,098,085","9,089,105","280,974",1
I Know,Kanii,,3/10/2023,"49,939,720","1,646,887,640","510,234",1
Kool-Aid,Bring Me The Horizon,,1/5/2024,"49,756,092","4,372","65,087",1
ýýlle de Sen,Muti,,11/17/2023,"49,630,584","6,598,274","182,499",0
No Me Conoce,Jhay Cortez,,2/22/2019,"49,585,127","20,432,637","466,976",0
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Ozuna,,8/19/2022,"49,549,021","3,499,011,841","1,090,933",0
Barely Holdin' On,Polo G,,8/18/2023,"49,246,411","27,395,460","278,504",1
Itï¿½ï¿½ï¿½s a beautif,Trinix,,12/18/2022,"49,155,460","1,079,671,427","1,377,954",0
52 Gaj Ka Daman,Renuka Panwar,,10/2/2020,"48,929,060","163,717,881","148,140",0
Grey,Yung Filly,,1/26/2024,"48,858,795","7,540,800","215,596",0
bigger thï¿½ï¿½n everyt,Yeat,,8/10/2023,"48,790,265","2,309,009","158,531",1
Ngozi,Crayon,,7/21/2023,"48,581,084","270,727,164","1,291,258",0
Drums (Feat. Kim Petras),James Hype,,10/6/2023,"48,573,000","7,526,758","773,165",0
All The Parties (feat. Chief Keef),Drake,0,10/6/2023,"48,556,312","4,098,401","94,446",1
Case,Diljit Dosanjh,,9/29/2023,"48,353,674","5,805,614","69,548",0
WORTH IT (feat. Don Toliver),Offset,,10/12/2023,"48,339,964","10,073,870","889,320",1
B.O.T.A. (Baddest Of Them All),Eliza Rose,,6/15/2022,"47,723,324","3,829,712,483","3,631,070",0
Dame Tu Cosita (feat. Cutty Ranks),El Chombo,,4/15/2018,"47,325,533","6,695,334,604","580,948",0
Call Your Friends,Rod Wave,,8/18/2023,"47,296,342","37,869,926","208,435",1
Skibidi,Little Big,,10/5/2018,"46,872,738","460,636,179","1,055,258",0
ART,Tyla,0,3/1/2024,"46,863,836","2,574,072","221,323",0
Luminary,Joel Sunny,,9/1/2023,"46,714,864","1,151,755,306","1,211,721",0
Sin Querer,Fer Vazquez,,12/14/2023,"46,660,424","132,683,756","79,180",1
Little Things,Jorja Smith,,5/11/2023,"46,615,691","758,814,572","591,008",0
Butta My Bread,JZyNo,,4/7/2023,"46,431,158","254,178,400","2,164,282",0
Bitch Let's Do It,YoungBoy Never Broke Again,,5/12/2023,"46,368,950","48,621,537","481,651",1
DARBA 9ADIYA,Moha K,,4/28/2023,"46,356,684","1,429,881,947","658,573",0
Never Lose Me (feat. Lil Yachty),Flo Milli,,12/1/2023,"45,943,524","6,760","143,251",1
The Autotrem 1.0,DJ RICK 013,,6/8/2023,"45,821,951","637,314,253","404,939",0
Khalasi | Coke Studio Bharat,Aditya Gadhvi,1,7/5/2023,"45,526,343","34,961,102","389,827",0
Not So Bad (Leans Gone Cold),Rae Sremmurd,,4/7/2023,"45,382,812","53,885,377","1,004,688",1
Faster n Harder,6arelyhuman,1,2/28/2024,"45,351,290","53,668,207","443,299",1
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),B Praak,,7/3/2023,"45,306,335","42,269,499","88,781",0
MY HOUSE,Beyoncï¿,,12/1/2023,"45,238,166","10,260,065","321,401",1
Sittin' On Top Of The World,Burna Boy,,6/1/2023,"44,751,795","114,732,862","343,757",1
La Triple M,Mawell,,6/2/2023,"44,557,662","1,729,443,890","497,340",1
Been Like This,Meghan Trainor,,3/14/2024,"44,441,672","95,682,600","190,730",0
GENTO,SB19,,5/19/2023,"44,345,269","1,940,568,487","139,108",0
VVS Switch,Pressure 9X19,,10/10/2023,"44,343,451","57,791,681","270,429",1
stellar,.diedlonely,1,6/23/2023,"44,235,866","1,776,006,642","363,177",0
Enjoy Enjaami,Dhee,,3/5/2021,"44,231,951","29,422","137,205",0
Sability,Ayra Starr,,2/9/2023,"44,122,161","600,873,369","1,366,850",0
Dirt Cheap,Cody Johnson,,11/3/2023,"44,047,842","8,486,978","252,283",0
Us Vs Them,$uicideboy$,1,3/29/2024,"44,027,794","2,600,000","103,487",1
Yes I'm A Mess,AJR,,9/29/2023,"43,940,810","7,067,986","202,276",1
Hackearam-me,Marï¿½ï¿½lia Mendo,,3/16/2023,"43,921,455","6,144,992","9,589",0
Pakistan,D-Block Europe,,6/29/2023,"43,844,757","1,420","101,226",1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,,8/29/2023,"43,756,807","143,782,439","90,968",0
To. X,TAEYEON,,11/27/2023,"43,428,134","76,236,081","168,055",0
Energy,Digga D,,3/9/2023,"43,078,993","306,310,318","128,246",1
"I spoke to the devil in miami, he said everything would be fine",XXXTENTACION,,6/10/2022,"42,993,944","6,574,386","363,684",0
Uhaw,Dilaw,,11/18/2022,"42,862,565","670,266,290","8,995",0
Dayanamï¿½ï¿½y,Kerim Araz,,3/6/2023,"42,735,162","55,394,779","602,369",0
Burn It Down,Parker McCollum,,5/12/2023,"42,332,727","14,014,956","307,193",0
Dreaming,Marshmello,,10/20/2023,"42,151,775","4,725,722","1,043,257",0
"Tested, Approved & Trusted",Burna Boy,,8/23/2023,"42,115,225","12,150,553","972,640",1
Feelings,Sumit Goswami,,7/7/2020,"42,067,554","7,829,359","125,809",0
Wine Into Whiskey,Tucker Wetmore,,2/23/2024,"41,953,270","4,502,124","196,047",0
UNTOUCHABLE,ITZY,,1/8/2024,"41,904,754","17,167,500","87,983",0
Easy,DaniLeigh,,11/30/2018,"41,808,541","39,966,761","1,458,244",0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),Jeff Satur,,9/23/2022,"41,494,349","102,354,732","76,255",0
Summer Too Hot,Chris Brown,,6/23/2023,"41,255,598","1,570,567","485,039",1
ýýýýýýýýýýýý,Lamis Kan,,7/27/2021,"41,071,094","772,766,174","1,266,792",0
Love,Kouz1,,1/13/2023,"41,059,494","1,163,210,746","510,815",0
DASH,NMIXX,,1/15/2024,"40,620,097","1,553,400","47,823",0
Aria,Argy,,9/22/2023,"40,556,347","3,583,492","1,835,940",0
Doctor (Work It Out) [feat. Miley Cyrus],Pharrell Williams,,3/1/2024,"40,447,209","4,614,000","366,242",0
Love 119,RIIZE,,1/5/2024,"40,415,304","3,801,500","80,350",0
Oh No,Kreepa,,12/13/2019,"40,284,121","61,088,562,861","31,859",1
Bandook,Nirvair Pannu,,5/30/2020,"40,178,056","1,349,843,169","95,575",0
Company,Emiway Bantai,,1/22/2023,"39,899,018","93,470,365","71,016",0
Get In With Me,Bossman Dlow,,1/19/2024,"39,401,314","46,178,900","607,813",1
Nikle Currant,Jassie Gill,,10/12/2018,"38,630,486","67,416,406","151,419",0
Dientes,J Balvin,,9/15/2023,"38,622,215","59,118,842","1,517,721",1
La Vaca Lola,Toy Cantando,,6/10/2013,"38,260,236","72,165,422","4,506",0
Como En Los Viejos Tiempos,Eden Muï¿½ï,,11/20/2023,"37,831,332","13,570,678","304,233",0
PLIS,Camilo,,2/6/2024,"37,814,314","336,367,149","117,790",0
Spicy Margarita,Jason Derulo,,1/25/2024,"37,640,497","11,800,000","461,736",0
Casca de Bala,Thullio Milionï¿½ï¿,,3/1/2024,"37,157,630","8,850,449","42,895",0
LDR,Shoti,,8/27/2022,"37,027,643","70,116,244","44,360",0
"Dawai (From ""Air Mata Di Ujung Sajadah"")",Fadhilah Intan,,7/30/2023,"36,975,805","724,187,108","67,313",0
Toxic,YG,,8/12/2022,"36,861,625","146,110,913","1,083,165",1
Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,,4/27/2023,"36,593,527","1,517,249,875","334,171",0
Me Escapï¿,DobleP,,9/7/2023,"36,559,856","722,844,173","81,058",1
But I Got A Beer In My Hand,Luke Bryan,,5/5/2023,"36,475,819","8,897,673","206,562",0
When It Comes To You,Fridayy,,7/21/2023,"36,398,813","30,427,598","1,019,440",0
life gets hard,iilliaa,,10/27/2023,"36,157,546","237,070,526","456,093",0
